id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,country,city,state,postal_code,region,category,subcategory,product_name,order_id,status,return_date
CA2011121664,2011-05-06,2011-05-10,Standard Class,HP-14815,OFF-BI-10003684,140.736,8,0.2,52.776,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,,,
CA2011121664,2011-05-06,2011-05-10,Standard Class,HP-14815,OFF-BI-10003684,140.736,8,0.2,52.776,Harold Pawlan,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,,,
CA2011139017,2011-05-11,2011-05-17,Standard Class,RM-19375,TEC-AC-10001013,46.864,2,0.2,7.6154,Raymond Messe,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,,,
CA2011139017,2011-05-11,2011-05-17,Standard Class,RM-19375,TEC-AC-10001013,46.864,2,0.2,7.6154,Raymond Messe,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,,,
CA2011139017,2011-05-11,2011-05-17,Standard Class,RM-19375,TEC-AC-10001013,46.864,2,0.2,7.6154,Raymond Messe,Consumer,United States,Meriden,Connecticut,6450,East,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,,,
CA2011127159,2011-05-12,2011-05-15,First Class,HL-15040,FUR-FU-10000010,34.79,7,0,10.7849,Hunter Lopez,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",,,
CA2011127159,2011-05-12,2011-05-15,First Class,HL-15040,FUR-FU-10000010,34.79,7,0,10.7849,Hunter Lopez,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",,,
CA2012155761,2011-05-13,2011-05-15,Second Class,AG-10270,OFF-ST-10000107,55.5,2,0,9.99,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Storage,Fellowes Super Stor/Drawer,CA2012155761,Pending,2011-06-02
CA2011106810,2011-05-14,2011-05-20,Standard Class,AJ-10795,FUR-FU-10004306,310.88,2,0.2,23.316,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,,,
CA2011103373,2011-05-18,2011-05-24,Standard Class,BS-11755,TEC-PH-10002885,779.796,2,0.4,-168.9558,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,Apple iPhone 5,,,
US2011117058,2011-05-27,2011-05-30,First Class,LE-16810,OFF-BI-10004139,17.46,6,0.8,-30.555,Laurel Elliston,Consumer,United States,Whittier,California,90604,West,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,,,
US2011117058,2011-05-27,2011-05-30,First Class,LE-16810,OFF-BI-10004139,17.46,6,0.8,-30.555,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,,,
US2011117058,2011-05-27,2011-05-30,First Class,LE-16810,OFF-BI-10004139,17.46,6,0.8,-30.555,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,,,
CA2011135657,2011-06-03,2011-06-07,Second Class,SC-20725,FUR-TA-10004086,515.88,6,0,113.4936,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,KI Adjustable-Height Table,,,
CA2011147914,2011-06-04,2011-06-09,Standard Class,MP-17470,OFF-PA-10001685,16.224,2,0.2,5.8812,Mark Packer,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,Staples,,,
CA2011147914,2011-06-04,2011-06-09,Standard Class,MP-17470,OFF-PA-10001685,16.224,2,0.2,5.8812,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,Staples,,,
CA2011147914,2011-06-04,2011-06-09,Standard Class,MP-17470,OFF-PA-10001685,16.224,2,0.2,5.8812,Mark Packer,Home Office,United States,Moorhead,Minnesota,56560,Central,Office Supplies,Paper,Staples,,,
CA2011133270,2011-06-06,2011-06-09,First Class,BM-11785,OFF-AR-10002656,13.36,2,0,4.9432,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,Sanford Liquid Accent Highlighters,,,
CA2011133270,2011-06-06,2011-06-09,First Class,BM-11785,OFF-AR-10002656,13.36,2,0,4.9432,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Art,Sanford Liquid Accent Highlighters,,,
US2011134971,2011-06-07,2011-06-10,Second Class,BP-11095,OFF-BI-10003982,12.462,3,0.8,-20.5623,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,,,
CA2011132612,2011-06-09,2011-06-11,Second Class,FO-14305,FUR-TA-10004534,1441.3,7,0,245.021,Frank Olsen,Consumer,United States,New York City,New York,10035,East,Furniture,Tables,Bevis 44 x 96 Conference Tables,,,
CA2011132612,2011-06-09,2011-06-11,Second Class,FO-14305,FUR-TA-10004534,1441.3,7,0,245.021,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,,,
CA2011114643,2011-06-13,2011-06-17,Standard Class,FM-14215,OFF-AR-10003631,14.52,3,0,4.7916,Filia McAdams,Corporate,United States,Dublin,Ohio,43017,East,Office Supplies,Art,Staples,,,
CA2011114643,2011-06-13,2011-06-17,Standard Class,FM-14215,OFF-AR-10003631,14.52,3,0,4.7916,Filia McAdams,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,Staples,,,
CA2011141278,2011-06-21,2011-06-24,First Class,RM-19375,OFF-AR-10003056,21.4,5,0,6.206,Raymond Messe,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,Newell 341,,,
CA2011141278,2011-06-21,2011-06-24,First Class,RM-19375,OFF-AR-10003056,21.4,5,0,6.206,Raymond Messe,Consumer,United States,San Jose,California,95123,West,Office Supplies,Art,Newell 341,,,
CA2011141278,2011-06-21,2011-06-24,First Class,RM-19375,OFF-AR-10003056,21.4,5,0,6.206,Raymond Messe,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,Newell 341,,,
CA2011142048,2011-06-22,2011-06-25,First Class,JE-15745,TEC-AC-10004114,196.752,6,0.2,56.5662,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,,,
CA2011142048,2011-06-22,2011-06-25,First Class,JE-15745,TEC-AC-10004114,196.752,6,0.2,56.5662,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,,,
CA2011126032,2011-06-23,2011-06-28,Standard Class,BS-11665,TEC-AC-10000158,86.376,3,0.2,1.0797,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,,,
CA2011159338,2011-06-25,2011-06-28,First Class,NS-18640,FUR-TA-10004147,447.84,5,0.2,11.196,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,Hon 4060 Series Tables,,,
CA2011165974,2011-06-29,2011-07-06,Standard Class,DL-12865,OFF-AR-10003405,32.76,7,0.2,3.6855,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, 2",,,
CA2011165974,2011-06-29,2011-07-06,Standard Class,DL-12865,OFF-AR-10003405,32.76,7,0.2,3.6855,Dan Lawera,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, 2",,,
CA2011165974,2011-06-29,2011-07-06,Standard Class,DL-12865,OFF-AR-10003405,32.76,7,0.2,3.6855,Dan Lawera,Consumer,United States,Keller,Texas,76248,Central,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, 2",,,
CA2011165974,2011-06-29,2011-07-06,Standard Class,DL-12865,OFF-AR-10003405,32.76,7,0.2,3.6855,Dan Lawera,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, 2",,,
CA2011146640,2011-06-30,2011-07-05,Standard Class,HA-14905,OFF-BI-10002867,334.768,7,0.2,108.7996,Helen Abelman,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,GBC Recycled Regency Composition Covers,,,
CA2011146640,2011-06-30,2011-07-05,Standard Class,HA-14905,OFF-BI-10002867,334.768,7,0.2,108.7996,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,GBC Recycled Regency Composition Covers,,,
CA2011153150,2011-07-01,2011-07-06,Second Class,Dl-13600,OFF-BI-10003355,19.92,5,0.2,6.972,Dorris Liebe,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,,,
CA2011153150,2011-07-01,2011-07-06,Second Class,Dl-13600,OFF-BI-10003355,19.92,5,0.2,6.972,Dorris Liebe,Corporate,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,,,
CA2011153150,2011-07-01,2011-07-06,Second Class,Dl-13600,OFF-BI-10003355,19.92,5,0.2,6.972,Dorris Liebe,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,,,
CA2011134278,2011-07-06,2011-07-08,First Class,EP-13915,TEC-CO-10001046,559.992,1,0.2,174.9975,Emily Phan,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Copiers,Canon Imageclass D680 Copier / Fax,,,
CA2011134278,2011-07-06,2011-07-08,First Class,EP-13915,TEC-CO-10001046,559.992,1,0.2,174.9975,Emily Phan,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,Canon Imageclass D680 Copier / Fax,,,
CA2011123295,2011-07-18,2011-07-18,Same Day,AH-10120,FUR-CH-10002372,259.136,4,0.2,-25.9136,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,,,
CA2011110527,2011-08-09,2011-08-16,Standard Class,ED-13885,OFF-LA-10000262,20.88,8,0,9.6048,Emily Ducich,Home Office,United States,San Diego,California,92037,West,Office Supplies,Labels,Avery 494,,,
CA2011110527,2011-08-09,2011-08-16,Standard Class,ED-13885,OFF-LA-10000262,20.88,8,0,9.6048,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Labels,Avery 494,,,
CA2011142839,2011-08-16,2011-08-20,Standard Class,TS-21610,FUR-TA-10001539,853.092,6,0.4,-227.4912,Troy Staebel,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,,,
CA2011142839,2011-08-16,2011-08-20,Standard Class,TS-21610,FUR-TA-10001539,853.092,6,0.4,-227.4912,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,,,
CA2011129168,2011-08-17,2011-08-23,Standard Class,KB-16585,OFF-PA-10001639,15.552,3,0.2,5.4432,Ken Black,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,Xerox 203,,,
CA2013151372,2011-08-26,2011-08-30,Standard Class,FM-14290,TEC-AC-10002323,176.8,8,0,22.984,Frank Merwin,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,CA2013151372,Complete,2011-09-05
CA2013151372,2011-08-26,2011-08-30,Standard Class,FM-14290,TEC-AC-10002323,176.8,8,0,22.984,Frank Merwin,Home Office,United States,Vancouver,Washington,98661,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,CA2013151372,Complete,2011-09-05
CA2011126522,2011-09-01,2011-09-05,Second Class,LT-16765,OFF-AR-10004042,53.94,3,0,15.6426,Larry Tron,Consumer,United States,Escondido,California,92025,West,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",,,
CA2011132500,2011-09-08,2011-09-12,Standard Class,GZ-14470,TEC-AC-10001383,49.98,2,0,8.4966,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,Logitech Wireless Touch Keyboard K400,,,
CA2011132500,2011-09-08,2011-09-12,Standard Class,GZ-14470,TEC-AC-10001383,49.98,2,0,8.4966,Gary Zandusky,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,Logitech Wireless Touch Keyboard K400,,,
CA2011132500,2011-09-08,2011-09-12,Standard Class,GZ-14470,TEC-AC-10001383,49.98,2,0,8.4966,Gary Zandusky,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,Logitech Wireless Touch Keyboard K400,,,
US2011115987,2011-09-08,2011-09-13,Second Class,LH-17020,OFF-BI-10001071,51.184,4,0.8,-79.3352,Lisa Hazard,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,GBC ProClick Punch Binding System,,,
US2011115987,2011-09-08,2011-09-13,Second Class,LH-17020,OFF-BI-10001071,51.184,4,0.8,-79.3352,Lisa Hazard,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,GBC ProClick Punch Binding System,,,
CA2011144407,2011-09-09,2011-09-15,Standard Class,MS-17365,OFF-LA-10003923,103.6,7,0,51.8,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,,,
CA2011144407,2011-09-09,2011-09-15,Standard Class,MS-17365,OFF-LA-10003923,103.6,7,0,51.8,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,,,
CA2011101476,2011-09-12,2011-09-13,First Class,SD-20485,TEC-MA-10000029,69.99,1,0,30.0957,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",,,
CA2012143238,2011-09-13,2011-09-17,Standard Class,EA-14035,OFF-BI-10001679,18.648,7,0.7,-12.432,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,CA2012143238,Complete,2011-10-14
CA2012143238,2011-09-13,2011-09-17,Standard Class,EA-14035,OFF-BI-10001679,18.648,7,0.7,-12.432,Erin Ashbrook,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,CA2012143238,Complete,2011-10-14
US2011158638,2011-09-17,2011-09-21,Standard Class,AG-10765,OFF-BI-10003712,5.892,4,0.7,-4.1244,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Light Blue",,,
CA2011156601,2011-09-19,2011-09-24,Standard Class,FA-14230,OFF-FA-10000624,7.16,2,0,3.58,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,OIC Binder Clips,,,
US2014105046,2011-09-20,2011-09-25,Standard Class,PF-19165,FUR-TA-10004534,617.7,6,0.5,-407.682,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,US2014105046,Complete,2011-12-10
CA2011127488,2011-09-22,2011-09-24,Second Class,MS-17365,OFF-LA-10001613,4.608,2,0.2,1.6704,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,Avery File Folder Labels,,,
CA2011127488,2011-09-22,2011-09-24,Second Class,MS-17365,OFF-LA-10001613,4.608,2,0.2,1.6704,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Labels,Avery File Folder Labels,,,
CA2011123344,2011-09-24,2011-09-29,Standard Class,JD-16060,OFF-ST-10001713,211.96,4,0,8.4784,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",,,
CA2011123344,2011-09-24,2011-09-29,Standard Class,JD-16060,OFF-ST-10001713,211.96,4,0,8.4784,Julia Dunbar,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",,,
US2011151925,2011-09-26,2011-10-01,Second Class,KT-16465,FUR-CH-10002961,145.568,2,0.2,0,Kean Takahito,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,"Leather Task Chair, Black",,,
US2011152723,2011-09-26,2011-09-26,Same Day,HG-14965,OFF-BI-10003460,0.876,1,0.8,-1.4016,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150,Central,Office Supplies,Binders,Acco 3-Hole Punch,,,
CA2011120887,2011-09-27,2011-10-03,Standard Class,TS-21205,FUR-FU-10001588,87.54,3,0,37.6422,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",,,
CA2011107153,2011-09-28,2011-10-03,Standard Class,GZ-14545,OFF-ST-10001321,46.26,3,0,12.4902,George Zrebassa,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",,,
CA2011102008,2011-09-30,2011-10-04,Standard Class,RA-19915,OFF-PA-10004092,48.94,1,0,24.47,Russell Applegate,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,,,
US2011167633,2011-09-30,2011-10-05,Standard Class,BW-11200,OFF-PA-10004888,15.552,3,0.2,5.4432,Ben Wallace,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,Xerox 217,,,
CA2011153976,2011-10-03,2011-10-08,Second Class,BP-11290,FUR-CH-10002880,258.279,3,0.3,-70.1043,Beth Paige,Consumer,United States,Evanston,Illinois,60201,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",,,
CA2011134677,2011-10-06,2011-10-10,Standard Class,XP-21865,TEC-AC-10001445,9.09,3,0,1.9089,Xylona Preis,Consumer,United States,San Diego,California,92024,West,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,,,
CA2011117429,2011-10-07,2011-10-13,Standard Class,MR-17545,FUR-FU-10000222,129.92,5,0.2,21.112,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,Seth Thomas 16 Steel Case Clock,,,
CA2011117317,2011-10-19,2011-10-19,Same Day,JF-15490,OFF-PA-10004519,13.44,3,0,6.5856,Jeremy Farry,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,,,
CA2013162138,2011-10-20,2011-10-25,Second Class,PO-18865,OFF-ST-10001713,211.96,4,0,8.4784,Patrick ODonnell,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",CA2013162138,Complete,2012-02-01
